Supplementary Table 2: ANCOM Oral Microbiota
ID FDR_CRCvsHC FDR_POLvsHC taxonomy.Kingdom taxonomy.Phylum
NaN nsh
2,96035316 nsh
2,316223862 nsh
Inf nsh
NaN nsh
Inf nsh
2,204338173 nsh
5,823373987 nsh
0,17919376 nsh
0,523878152 nsh
2,73770917 nsh
0,319044668 nsh
0,06205379 nsh
0,821155426 nsh
10,80760375 nsh
NaN nsh
2,713221489 nsh
1,526049901 nsh
0,259288514 nsh
6,218387656 nsh
0,452497704 nsh
Inf nsh
0,895697798 nsh
0,458277563 nsh
4,049978749 nsh
Inf nsh
NaN nsh
0,269918911 nsh
0,152753943 nsh0 nsh
0 nsh
Inf nsh
1,303634151 nsh
NaN nsh
NaN nsh
0,095604456 nsh
11,73603977 nsh
Inf nsh
NaN nsh
0,251188161 nsh
Inf nsh
11,54665994 nsh
0 nsh
1,140397842 nsh
Inf nsh
Inf nsh
NaN nsh
0 nsh
0,197490195 nsh
0,06068696 nsh
1,650131157 nsh
1,510726839 nsh
Inf nsh
Inf nsh
0,714908098 nsh
0 nsh
1,010480606 nsh
Inf nsh
Inf nsh
2,43221211 nsh
Inf nsh
1,383114176 nsh
NaN nsh
0,654076059 nsh
Inf nsh
1,693172789 nsh
NaN nsh
1,011091393 nsh
Inf nsh
0,260238953 nsh
0,704664565 nsh
Inf nsh
0,789150975 nsh
1,361400864 nsh
1,853827556 nsh
1,42607918 nsh
Inf nsh
0 nsh
0 nsh0 nsh
0 nsh
0 nsh
2,646544222 nsh
1,281206885 nsh
0,810306675 nsh
0,471326062 nsh
Inf nsh
Inf nsh
Inf nsh
NaN nsh
0,308904668 nsh
0 nsh
8,33115278 nsh
0,847608495 nsh
0,412827884 nsh
2,652367318 nsh
0,503157778 nsh
Inf nsh
1,450886884 nsh
1,695438206 nsh
1,264379314 nsh
0,221674671 nsh
1,679186054 nsh
Inf nsh
1,261372496 nsh
0,617799706 nsh
2,502545491 nsh
NaN nsh
0,929281673 nsh
1,099065474 nsh
1,075658133 nsh
NaN nsh
4,103625572 nsh
6,13958632 nsh
0 nsh
0,100354032 nsh
0 nsh
1,812564547 nsh
Inf nsh
NaN nsh
1,20414716 nsh
0,588531103 nsh
0,777054552 nsh
6,449594412 nsh
2,725098086 nsh
Inf nsh
0,526312663 nsh
0 nsh
0 nsh0,464377756 nsh
4,408002853 nsh
NaN nsh
0,384242867 nsh
Inf nsh
Inf nsh
1,701727907 nsh
1,602291806 nsh
0,404637948 nsh
0,466715831 nsh
0,66971072 nsh
NaN nsh
0,306933656 nsh
0 nsh
0,082304242 nsh
Inf nsh
1,318584087 nsh
6,625276438 nsh
1,413707526 nsh
1,058357734 nsh
Inf nsh
3,248410419 nsh
0 nsh
Inf nsh
0 nsh
1,394701458 nsh
1,664896552 nsh
Inf nsh
3,051037516 nsh
0,160990147 nsh
0 nsh
0 nsh
0 nsh
13,78884611 nsh
0 nsh
0 nsh
Inf nsh
0 nsh
0 nsh
Inf nsh
0 nsh
NaN nsh
Inf nsh
0,029199789 nsh
NaN nsh
0 nsh
Inf nsh
Inf nsh
1,917561034 nsh
2,691564842 nshNaN nsh
0 nsh
0,51055975 nsh
0,453046325 nsh
NaN nsh
NaN nsh
Inf nsh
0,061162692 nsh
NaN nsh
Inf nsh
NaN nsh
1,039121951 nsh
0 nsh
0 nsh
0,325202504 nsh
NaN nsh
0,49469656 nsh
Inf nsh
0,372345366 nsh
14,39262443 nsh
Inf nsh
0 nsh
NaN nsh
3,051037516 nsh
1,325578938 nsh
0,362292186 nsh
Inf nsh
NaN nsh
2,743817153 nsh
Inf nsh
Inf nsh
0 nsh
NaN nsh
NaN nsh
3,704096194 nsh
NaN nsh
0,704660902 nsh
NaN nsh
0 nsh
0,809818417 nsh
NaN nsh
NaN nsh
Inf nsh
NaN nsh
0,135319497 nsh
2,028920317 nsh
Inf nsh
0,605046205 nsh
NaN nsh
NaN nshNaN nsh
NaN nsh
1,031133831 nsh
NaN nsh
2,974997078 nsh
4,181704636 nsh
7,935932201 nsh
Inf nsh
Inf nsh
2,873795269 nsh
1,202703672 nsh
Inf nsh
2,115268428 nsh
0 nsh
0,403098516 nsh
0,463704415 nsh
NaN nsh
Inf nsh
0 nsh
1,36715303 nsh
1,99573308 nsh
0,381220881 nsh
Inf nsh
1,90171961 nsh
12,83769817 nsh
0,646695047 nsh
86,28972019 nsh
3,127585525 nsh
NaN nsh
0,224901966 nsh
NaN nsh
3,933997732 nsh
Inf nsh
1,836269404 nsh
0,953756609 nsh
0 nsh
1,206733696 nsh
0 nsh
1,78987184 nsh
NaN nsh
NaN nsh
0 nsh
NaN nsh
Inf nsh
Inf nsh
0,549826499 nsh
0,797846877 nsh
0,09354195 nsh
6,454523968 nsh
Inf nshInf nsh
NaN nsh
1,142194849 nsh
0,474289347 nsh
0,324140422 nsh
0,287053672 nsh
1,371205227 nsh
NaN nsh
Inf nsh
1,867592802 nsh
NaN nsh
Inf nsh
2,184391605 nsh
0,065312964 nsh
1,404035309 nsh
2,544728551 nsh
4,004093435 nsh
1,282688648 nsh
NaN nsh
NaN nsh
1,369315571 nsh
0,489157111 nsh
Inf nsh
3,3387402 nsh
Inf nsh
2,263012372 nsh
0,897326273 nsh
2,229623419 nsh
Inf nsh
NaN nsh
NaN nsh
NaN nsh
NaN nsh
Inf nsh
0 nsh
Inf nsh
NaN nsh
2,507455936 nsh
0 nsh
0 nsh
0 nsh
1,609143509 nsh
6,37129585 nsh
0,069537638 nsh
NaN nsh
0,044443542 nsh
NaN nsh
0 nsh
Inf nsh
NaN nsh0 nsh
NaN nsh
Inf nsh
0 nsh
0 nsh
4,247205841 nsh
0,684872955 nsh
0,052689804 nsh
NaN nsh
0 nsh
0 nsh
Inf nsh
NaN nsh
19,00287292 nsh
NaN nsh
8,716495293 nsh
Inf nsh
NaN nsh
NaN nsh
Inf nsh
NaN nsh
0 nsh
0 nsh
1,079542252 nsh
Inf nsh
0,352784082 nsh
Inf nsh
1,97775585 nsh
0,481524431 nsh
Inf nsh
1,344611753 nsh
0,192658596 nsh
0 nsh
0,692126296 nsh
0,916004975 nsh
6,959760486 nsh
0,690811526 nsh
5,146131495 nsh
NaN nsh
0,109367643 nsh
Inf nsh
3,310624899 nsh
Inf nsh
0,693969952 nsh
0 nsh
Inf nsh
0,458567214 nsh
0,360288364 nsh
Inf nsh
Inf nsh8,029554823 nsh
NaN nsh
1,992236508 nsh
NaN nsh
7,643026499 nsh
0 nsh
0,719570698 nsh
3,741336902 nsh
0 nsh
NaN nsh
0,562236207 nsh
0 nsh
NaN nsh
1,877737367 sh
NaN nsh
NaN nsh
Inf nsh
NaN nsh
0 nsh
0,329018498 nsh
NaN nsh
0 nsh
2,592136426 nsh
NaN nsh
0 nsh
0 nsh
0,821972476 nsh
4,233430935 nsh
NaN nsh
1,11453019 nsh
NaN nsh
NaN nsh
0,804849698 nsh
NaN nsh
Inf nsh
Inf nsh
0 nsh
0 nsh
2,423891978 nsh
216,9163576 nsh
Inf nsh
NaN nsh
Inf nsh
Inf nsh
NaN nsh
0 nsh
0 nsh
NaN nsh
NaN nsh
NaN nsh0 nsh
Inf nsh
0 nsh
0 nsh
2,190857651 nsh
NaN nsh
1,418561828 sh
2,912673 nsh
2,840385116 nsh
0 nsh
0 nsh
0,229283607 nsh
0 nsh
0 nsh
Inf nsh
0 nsh
0 nsh
0 nsh
0 nsh
NaN nsh
0,785378473 sh
Inf nsh
Inf nsh
0 nsh
NaN nsh
1,816875946 nsh
0 nsh
NaN nsh
NaN nsh
NaN nsh
NaN nsh
0 nsh
7,629794051 nsh
0 nsh
