verdict	confidence	pmid	disease	substrate	technology	platform	species	design	mixed_content	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	reasoning_path
OUT-OF-SCOPE	HIGH	34988460	CRC	tumor-RNA-Seq(reused)	meta-transcriptomic	unspecified	human	consensus-meta-analysis	reanalysis-TCGA-COAD-plus-GEO	FAIL	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34988460.md
OUT-OF-SCOPE	HIGH	35003221	CRC(re-analysis-of-6-mucosa-cohorts)	tissue-mucosa	16S	mixed-454+Illumina-MiSeq	human	paired-tumor-normal-in-source-cohorts	re-analysis-only;all-tissue-mucosa-not-stool;Kostic-454-Hale-Gao-Zeller-Burns-Purcell-Illumina	FAIL	FAIL	FAIL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35003221.md
OUT-OF-SCOPE	HIGH	35012354	CRC-SRN	stool	16S	Illumina	human	cross-sectional-case-control	reanalysis of Baxter public 16S cohort	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35012354.md
OUT-OF-SCOPE	HIGH	35039534	IBD + T2D + LC + CRC (mixed sources)	stool (re-analyzed)	shotgun-WGS (re-analyzed)	not stated (belongs to sources)	human	cross-sectional-case-control (source)	deep-learning classifier benchmarked on 4 public datasets incl. CRC PRJEB27928; no new sequencing	FAIL	FAIL	PASS (of source)	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35039534.md
OUT-OF-SCOPE	HIGH	35056510	Listeria-isolate-WGS	other-Listeria-isolates-and-Caco-2	other-isolate-WGS	not stated	other-Listeria-plus-Caco-2	other-pathogen-genomic	Listeria monocytogenes isolate WGS + Caco-2 in vitro; not CRC cohort	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35056510.md
OUT-OF-SCOPE	HIGH	35096207	CRC	TCGA-tissue	RNAseq-derived-microbiome	none	human	high-vs-low-risk-in-CRC	TCGA-reanalysis	FAIL	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35096207.md
OUT-OF-SCOPE	HIGH	35115689	multi-disease (CRC downstream endpoint only)	stool	shotgun-WGS	not stated	human	other-population-cohort-GWAS-with-incident-disease	FR02 population GWAS N=5959; not a CRC case-control	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35115689.md
OUT-OF-SCOPE	HIGH	35183223	colorectal cancer	mixed (human tissue for microarray; re-analyzed public feces; mouse xenograft feces)	mixed (tissue microarray + re-analyzed WGS + mouse fecal seq)	not stated	mixed-human-and-mouse	mixed (tumor-vs-adjacent tissue + re-analyzed CRC-vs-HC + xenograft)	own 83-patient tumor+normal tissue microarray/IHC; re-analyzed 20 samples of PRJNA397219 for CRC-vs-HC microbiome; xenograft mice for fecal 16S	PARTIAL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35183223.md
OUT-OF-SCOPE	HIGH	35185821	statin-metabolic	stool	16S	unspecified	mouse	intervention-HFD-vs-HFD-Atorvastatin	mouse-drug-intervention-not-CRC	PASS	PASS	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35185821.md
OUT-OF-SCOPE	HIGH	35211486	CRC	mucosal-biopsy	16S	unknown	human	cross-sectional-case-control	biopsy-only	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35211486.md
OUT-OF-SCOPE	HIGH	35212644	CRC-mouse-liver-metastasis	mouse-gut	not stated (likely 16S)	not stated	mouse-only	intervention		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35212644.md
OUT-OF-SCOPE	HIGH	35265196	RNET-rectal-neuroendocrine-tumor	stool	shotgun-WGS	Illumina PE150	human	cross-sectional-case-control	RNET-not-CRC-adenocarcinoma	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35265196.md
OUT-OF-SCOPE	HIGH	35475151	prostate cancer	rectal swab	16S	Illumina MiSeq	human	cross-sectional-case-control	rectal swab; case group is prostate cancer (fails c3 CRC scope)	PASS	PARTIAL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35475151.md
OUT-OF-SCOPE	HIGH	35638103	IBD(6-CRC-cases)	stool	16S	unknown	human	cross-sectional-case-control	IBD-not-CRC-scope	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35638103.md
OUT-OF-SCOPE	HIGH	35688320	CRC-IBD-mouse	mouse-gut	not stated	not stated	mouse-only	intervention-mouse-model		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35688320.md
OUT-OF-SCOPE	HIGH	35877697	no CRC case group	other-ex-vivo-colon-fermentation-model (fecal-slurry inoculum from 17 healthy donors)	16S + qPCR (on fermentation wells, not on humans)	not stated	human donors as starting material only	in-vitro / ex-vivo (S. salivarius vs F. nucleatum experiments)	ex-vivo colon fermentation + bacteriocin isolation; no CRC clinical cohort	PASS	FAIL	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_35877697.md
OUT-OF-SCOPE	HIGH	36050867	post-cholecystectomy-vs-healthy	other-mucosal-biopsy-and-fecal-BA	16S	not stated	mixed-human-and-mouse	cross-sectional-case-control-plus-mouse	14 PC + 14 healthy mucosal-biopsy 16S + mouse cholecystectomy/DSS model; not CRC	PASS	FAIL	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36050867.md
OUT-OF-SCOPE	HIGH	36343662	CRC	stool (public)	shotgun-WGS	not-stated (public data)	human	metagenomic-mining + enzymology	bile acid enzymology + bai gene mining of public CRC/healthy metagenomes	FAIL	PARTIAL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36343662.md
OUT-OF-SCOPE	HIGH	36412281	CAC-mouse-AOM-DSS	mouse-feces	16S+ITS	not stated	mouse-only	intervention		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36412281.md
OUT-OF-SCOPE	HIGH	36512197	3 CRC + 7 lung + 8 liver (mixed cancer methods paper)	blood cfDNA (plasma)	other-GM-seq (host methylation + genetics); not microbiome	MGI T7 (not Illumina)	human	methods validation across mixed cancer types	blood cfDNA methylation + genetics methods paper; not microbiome; MGI T7 platform	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36512197.md
OUT-OF-SCOPE	HIGH	36583742	HCC-vs-healthy	other-not-stool-qRT-PCR	other-targeted-16S-qRT-PCR	not applicable	human-plus-HepG2	cross-sectional-case-control	HCC (not CRC) targeted qRT-PCR of butyrate producers; not community sequencing	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36583742.md
OUT-OF-SCOPE	MEDIUM	36719190	PJS-Peutz-Jeghers	stool	mixed-16S-and-shotgun	not stated	human	cross-sectional-case-control-non-CRC	text-file-supp-only; PJS hamartomatous polyps not classical CRC precancerous lesion	PASS	PARTIAL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36719190.md
OUT-OF-SCOPE	HIGH	36778661	colon carcinoma organoid (not clinical CRC)	other-colon-cancer-organoid	other-single-cell-WGS + viral-lineage-tracing	not stated	human-derived-organoid (donor)	in-vitro organoid evolution	organoid single-cell WGS + lineage tracing; no microbiome, no clinical stool cohort	PASS	FAIL	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36778661.md
OUT-OF-SCOPE	MEDIUM	36786568	CRC	colon-tissue	16S+scRNA-Seq	unspecified	human	TMB-ICI-stratified	tissue-only-supp-figs-only	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36786568.md
OUT-OF-SCOPE	HIGH	36862804	pan-cancer	tumor DNA	cancer genomics	not-stated	human	pan-cancer genomics	META-PRISM pan-cancer somatic-mutation study; no microbiome	NOT-STATED	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36862804.md
OUT-OF-SCOPE	HIGH	36877086	various (Flynn/Forbes)	unknown	16S	not stated	human	other-ML-methodology	reanalysis of Flynn and Forbes public 16S; extracted text is peer review	FAIL	NOT-STATED	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36877086.md
OUT-OF-SCOPE	HIGH	36960042	CRC-stage-III	tumor-tissue	qPCR-only	NA	human	CRC-only-FN-stratified	tissue-qPCR-not-microbiome-seq	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36960042.md
OUT-OF-SCOPE	HIGH	36967379	LARC-locally-advanced-rectal-cancer	stool	16S-V3V4	IonS5-XL-Thermo	human	longitudinal-treatment-response;CRC-only	Ion-Torrent-not-Illumina;no-healthy-control;longitudinal-nCCRT-response	PASS	PASS	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36967379.md
OUT-OF-SCOPE	HIGH	36984891	CRC + T2D + prostate	mixed (isolates+mouse+public)	BLASTP+isolate 16S ID	n/a	mouse+isolates	intervention (mouse)	in-vitro isolate assay + mouse gavage + HMP mining	PARTIAL	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36984891.md
OUT-OF-SCOPE	HIGH	36989208	Blastocystis	stool	16S	unknown	human	cross-sectional-case-control		PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36989208.md
OUT-OF-SCOPE	HIGH	36998438	rectal-cancer	intestinal-lavage-fluid	16S	not stated	human	cross-sectional-CRC-only-stratified	intestinal lavage not stool	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36998438.md
OUT-OF-SCOPE	HIGH	36999930	CT26 xenograft CRC in DM mice	other-mouse-feces	16S	Illumina MiSeq	mouse-only	intervention (streptozotocin DM + CT26 xenograft)	streptozotocin BALB/c + CT26 CRC xenograft; mouse fecal V3-V4 16S; no human data	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36999930.md
OUT-OF-SCOPE	HIGH	37003965	CRC-IBD-benchmarks	stool(source)	shotgun-WGS(source)	NA	human	ML-classifier-development	methods-paper-public-benchmarks	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37003965.md
OUT-OF-SCOPE	HIGH	37042765	CRC	tumor + adjacent tissue	16S	not-stated	human	CRC-only stratified (survival)	tissue microbiome vs CRC survival (short/long)	NOT-STATED	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37042765.md
OUT-OF-SCOPE	HIGH	37051296	GI-cancer-mixed	stool	shotgun-WGS	unknown	human	irAE-stratification	no-healthy-control	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37051296.md
OUT-OF-SCOPE	HIGH	37113593	Caco-2-HAD-cytotoxicity	other-Caco-2-cell-line	other-shotgun-proteomics	not applicable	other-Caco-2-cell-line	other-in-vitro	Plant-extract HAD cytotoxicity + Caco-2 proteomics; not microbiome	PASS	FAIL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37113593.md
OUT-OF-SCOPE	HIGH	37127667	mixed cancer (prostate+breast+colon)	saliva	16S	not-stated	human	nested-case-control	oral 16S; case group mixes prostate+breast+colon cancer	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37127667.md
OUT-OF-SCOPE	HIGH	37131219	CRC	tumor-tissue	RNAseq-derived-microbiome	Illumina	human	molecular-strata-in-CRC	tissue+TCGA-reanalysis	PARTIAL	FAIL	PARTIAL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37131219.md
OUT-OF-SCOPE	HIGH	37162590	Blastocystis-parasite	Blastocystis-culture-supernatant	16S	not stated	human-isolate-source	other-in-vitro-antibiotic-treatment		PASS	FAIL	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37162590.md
OUT-OF-SCOPE	HIGH	37170273	early-stage BREAST CANCER (not CRC)	stool	shotgun-WGS	Illumina MiSeq PE300	human	prospective matched-cohort intervention (chemo vs endocrine vs both)	40 BC patients; longitudinal stool shotgun metagenomics; wrong disease scope + interventional design	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37170273.md
OUT-OF-SCOPE	HIGH	37175647	CRC-breast-ovarian	blood-germline	host-WGS	unspecified	human	variant-frequency-case-control	host-genome-not-microbiome	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37175647.md
OUT-OF-SCOPE	HIGH	37180722	drug-discovery-methods	not applicable	not applicable	not applicable	not applicable	other-computational-methods	CANDO computational drug repurposing platform; not microbiome	FAIL	FAIL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37180722.md
OUT-OF-SCOPE	HIGH	37190160	CRC-survivors	stool	16S	unknown	mixed-human-and-mouse	dietary-intervention	mouse+human-survivors-intervention	PASS	PASS	FAIL	NOT-STATED	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37190160.md
OUT-OF-SCOPE	HIGH	37202560	CRC-atlas-AC-ICAM	tumor-tissue+matched-normal-colon-tissue	16S+WGS	Illumina(implied)	human	paired-tumor-normal	tissue-not-stool;stool-only-used-as-positive-control	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37202560.md
OUT-OF-SCOPE	HIGH	37241995	NA	insect-endosymbionts	16S-Sanger-species-ID	NA	insect+human-cell-line	in-vitro-bioactivity	insect-endosymbionts-Hct116-cell-line-target	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37241995.md
OUT-OF-SCOPE	HIGH	37283932	CRC	stool(reused)	shotgun-WGS(reused)	various	human	reanalysis	reanalysis-of-8-public-cohorts	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37283932.md
OUT-OF-SCOPE	HIGH	37317121	synchronous-CRC-adenoma-healthy	other-mucosal-biopsy	16S	not stated	human	cross-sectional-case-control-biopsy	Biopsy 16S synchronous CRC/adenoma + adenoma-only + healthy; not stool	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37317121.md
OUT-OF-SCOPE	HIGH	37317301	adenomas w/ LGD	biopsy (mucosa)	16S + ITS	Illumina NovaSeq PE250	human	nested-case-control	mucosa 16S + ITS on ALGD patients	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37317301.md
OUT-OF-SCOPE	HIGH	37325051	CRC+dysplasia	fecal+mucosal	qPCR	none	human	cross-sectional-case-control	qPCR-not-16S/WGS	PASS	FAIL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37325051.md
OUT-OF-SCOPE	HIGH	37325561	CRC-mouse-APC-polyposis	mouse-mucosa	not stated	not stated	mouse-only	intervention-mouse-model		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37325561.md
OUT-OF-SCOPE	HIGH	37343363	obesity vs normal-BMI (not CRC)	stool (5 obese + 5 normal-BMI human donors) + mouse recipients	shotgun-WGS	Illumina HiSeq 2000	mixed-human-and-mouse	FMT into 3 mouse models + tiny obese-vs-normal-BMI donor comparison	Hong Kong colonoscopy-screening donors pooled 5+5; case group is obesity not CRC; primary work is mice	PASS	PARTIAL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37343363.md
OUT-OF-SCOPE	HIGH	37344611	CRC+IBD+healthy	colon-biopsy	16S+18S	Illumina NovaSeq 6000	human	cross-sectional-case-control	tissue-only-no-stool	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37344611.md
OUT-OF-SCOPE	HIGH	37362927	CRC-only-metastatic-vs-non	other-tumor-tissue-and-adjacent	16S	not stated	human	cross-sectional-CRC-stratified-by-metastasis	48 mCRC + 44 non-metastatic CRC tissue 16S; not stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37362927.md
OUT-OF-SCOPE	HIGH	37370676	dysplastic polyps	mucosa + luminal wash	16S	Illumina MiSeq	human	cross-sectional (LGD vs HGD polyps)	MAM + LAM microbiota in dysplastic polyps	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37370676.md
OUT-OF-SCOPE	HIGH	37380012	CRC+pre-CRC	biopsy-isolates	PCR-typing	none	human	cross-sectional-case-control	isolate-PCR-not-community-seq	PASS	FAIL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37380012.md
OUT-OF-SCOPE	HIGH	37387515	rectal-NEN	FFPE-tumor	host-WGS-mutation-profiling	not stated	human	other-mutational-typing	host tumor WGS not microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37387515.md
OUT-OF-SCOPE	MEDIUM	37404032	multi-disease methods benchmark	NOT-STATED (implied re-analyzed stool metagenomes)	NOT-STATED	not stated	NOT-STATED (implied human via re-analysis)	multi-disease ML benchmark (OB/T2D/IBD/CRC)	extract is 4060 lines of supp figures showing ML classification benchmarks across OB/T2D/IBD/CRC; re-analysis of public data	FAIL	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37404032.md
OUT-OF-SCOPE	HIGH	37458451	Pirc-rat-adenoma-model	feces+tissue-rat	metabolomics+transcriptomics	not-stated	rat	cross-sectional-Pirc-vs-WT	rat-model-not-human;samples-from-Ericsson-et-al	PARTIAL	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37458451.md
OUT-OF-SCOPE	HIGH	37483698	CRC	tumor + normal tissue	16S	Illumina MiSeq	human	nested-case-control stratified by ethnicity	CRC tumor tissue 16S across Egyptian/AA/EA ethnicities	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37483698.md
OUT-OF-SCOPE	HIGH	37490156	5-cancers-mixed	plasma	HPLC-metabolomics	none	human	cross-sectional-case-control	no-microbiome-seq	PASS	FAIL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37490156.md
OUT-OF-SCOPE	HIGH	37504267	DSS-colitis-mouse-IBD	mouse-feces	16S	not stated	mouse-only	intervention		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37504267.md
OUT-OF-SCOPE	MEDIUM	37507809	multi-disease meta-analysis incl. CRC (Thomas 2018a + Gupta 2019 + Feng 2015)	stool (re-analyzed)	shotgun-WGS (re-analyzed)	not stated (belongs to sources)	human	cross-sectional-case-control (meta-analysis across cohorts)	meta-analytical re-analysis of 9 public microbiome cohorts (3 CRC + T2D + diarrhea + IBS + CF + ME/CFS)	FAIL	FAIL	PASS (of sources)	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37507809.md
OUT-OF-SCOPE	HIGH	37509218	CRC	colonic-mucosal-biopsy	VLP-shotgun-virome	unspecified	human	cross-sectional-case-control	mucosal-virome-not-stool-bacteria	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37509218.md
OUT-OF-SCOPE	HIGH	37513865	DSS-colitis	rat gut	16S/not-stated	not-stated	rat	intervention	rat DSS-colitis + KE intervention	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37513865.md
OUT-OF-SCOPE	HIGH	37548332	CRC	stool(reused)	shotgun-WGS(reused)	various	human	reanalysis	reanalysis-curatedMetagenomicData	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37548332.md
OUT-OF-SCOPE	HIGH	37555867	elective major colorectal surgery (mixed CRC + benign; SSI outcome)	stool	16S	Illumina MiSeq	human	prospective observational (OAB regimen intervention)	Wales cohort N=160; peri-operative OAB effect on microbiome + SSI; no HC arm and disease scope is surgical SSI not CRC	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37555867.md
OUT-OF-SCOPE	HIGH	37577378	case-mix cancer + IBD + CDI	stool	shotgun-WGS	Illumina NovaSeq 6000	human	cross-sectional-case-control	case group is case-mix cancer (not CRC-only); fails c3 CRC scope	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37577378.md
OUT-OF-SCOPE	HIGH	37593761	CRC	mucosal-tissue	16S+shotgun	unknown	human	tumor-vs-adjacent-normal	tissue-only-no-stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37593761.md
OUT-OF-SCOPE	HIGH	37601681	CRC	stool	shotgun-WGS	MGISEQ-2000	human	cross-sectional-case-control	MGI-not-Illumina	PASS	PASS	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37601681.md
OUT-OF-SCOPE	HIGH	37603579	T2D-cirrhosis-IBD-CRC	stool	shotgun-WGS	not stated	human	other-multi-cohort-reanalysis-methods	DL methods paper on 4 public benchmark disease datasets; no new sequencing	FAIL	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37603579.md
OUT-OF-SCOPE	HIGH	37612430	CRC	tumor tissue	16S	Illumina MiSeq	human	CRC-only stratified (HPV+ vs HPV-)	CRC tumor tissue 16S stratified by HPV	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37612430.md
OUT-OF-SCOPE	HIGH	37619934	multi-cancer (ESCC/breast/CRC)	cell-lines	western-blot-qPCR	not stated	cell-lines	other-cell-line-mechanistic		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37619934.md
OUT-OF-SCOPE	HIGH	37641475	CRC	colorectal-tissue	shotgun-WGS+RNA-Seq	Illumina NovaSeq	human	cross-sectional-case-control	tissue-only-no-stool	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37641475.md
OUT-OF-SCOPE	HIGH	37644393	CRC-vs-healthy-Egyptian-pilot	stool	shotgun-WGS	BGI DNBSEQ-T7	human	cross-sectional-case-control-micro	4 CRC + 1 healthy Egyptian females on BGI DNBSEQ-T7; not Illumina	PASS	PASS	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37644393.md
OUT-OF-SCOPE	HIGH	37644400	CRC (cell line)	fermented juice + cell line	16S + in-vitro assay	Illumina MiSeq	non-human (plant+cell line)	intervention	aloe juice fermentation + in-vitro anticancer	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37644400.md
OUT-OF-SCOPE	HIGH	37655344	colorectal-polyps	stool+saliva	16S-full-length	PacBio-Sequel	human	cross-sectional-case-control	PacBio-not-Illumina	PASS	PARTIAL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37655344.md
OUT-OF-SCOPE	HIGH	37675425	CRC-mCRC	stool	16S-and-shotgun	Illumina (constituent)	human	cross-sectional-mCRC-vs-non-mCRC	reanalysis of PRJNA531761 + Pasolli 2016 + Zeller 2014	FAIL	PASS	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37675425.md
OUT-OF-SCOPE	HIGH	37702461	obesity-CRC-risk	stool	shotgun-WGS	Illumina NovaSeq 6000	human	cross-sectional-pre-vs-post-bariatric-surgery	bariatric-surgery-not-CRC	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37702461.md
OUT-OF-SCOPE	HIGH	37754261	Tunisia-CRC-archaeome	other-FFPE-tumor-and-adjacent-normal-mucosa	shotgun-metagenomics	Illumina MiSeq	human	cross-sectional-tumor-vs-adjacent	68 FFPE tumor + adjacent mucosa from 35 Tunisian CRC on MiSeq; not stool	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37754261.md
OUT-OF-SCOPE	HIGH	37766594	CRC-mouse-model	mouse	16S	unknown	mouse	KO-vs-WT-intervention	mouse-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37766594.md
OUT-OF-SCOPE	MEDIUM	37789383	CRC-screening	FIT-leftover-buffer	small-RNA-miRNA-sequencing	not stated	human	other-feasibility-methodology	small-RNA feasibility not community metagenomics	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37789383.md
OUT-OF-SCOPE	HIGH	37795928	NTHL1 tumor syndrome + MUTYH-associated polyposis	mixed (FFPE tumor tissue for 13 patients; N=1 fecal metagenome for NTHL1 patient)	mixed (Ion S5 tumor targeted NGS + NovaSeq WGS + NovaSeq fecal metagenomics)	Illumina NovaSeq 6000 (fecal + WGS) + Ion GeneStudio S5 (targeted panel)	human	other-hereditary-CRC-case-series (1 NTHL1 + 12 MUTYH)	single-patient N=1 fecal metagenome; no healthy controls; primarily tumor mutational signatures on Ion Torrent	PASS	PARTIAL	FAIL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_37795928.md
